bResult,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp
0,LeeSin,Galio,Lux,Kalista,Caitlyn,Zed,Shyvana,Riven,Sona,Tristana
0,Lulu,Tristana,Amumu,Orianna,Tryndamere,Warwick,Teemo,Viktor,Vayne,Shen
1,Lux,Darius,TahmKench,Tristana,Kayn,Pantheon,Rammus,Rakan,Jhin,Karma
1,Ashe,Yasuo,JarvanIV,Alistar,Kennen,Lux,Gragas,Jinx,Chogath,Thresh
1,Caitlyn,TahmKench,Pantheon,Corki,Riven,Thresh,Jayce,Jax,Tristana,Vayne
0,Ashe,Nocturne,Syndra,Riven,Thresh,Lux,Jhin,Rakan,Gangplank,Ornn
1,Braum,Volibear,Yasuo,MissFortune,Syndra,Jax,Shen,Ziggs,Leona,Varus
1,Lulu,Malphite,Twitch,Warwick,Lissandra,Kayn,Taliyah,Tristana,Rumble,Sona
1,Nidalee,Shyvana,Xerath,Velkoz,Sivir,Yasuo,Leona,Lucian,Gragas,Warwick
1,Draven,Thresh,Lux,Evelynn,Morgana,Brand,Xayah,Talon,Elise,Garen
1,MissFortune,Thresh,Kassadin,Khazix,Darius,JarvanIV,LeeSin,Ahri,Vayne,Zilean
0,Warwick,Galio,Katarina,Lulu,Ezreal,Ahri,Graves,Heimerdinger,Rumble,Malzahar
0,Soraka,XinZhao,Xayah,Annie,Teemo,Volibear,MissFortune,Ryze,Morgana,Kayn
0,Ornn,Ezreal,Kayn,Rakan,Cassiopeia,Twitch,Ekko,Hecarim,Tryndamere,Leona
0,Draven,Ekko,Blitzcrank,LeeSin,Rammus,DrMundo,Caitlyn,Gragas,Thresh,Ornn
0,Velkoz,Kayn,Shen,Caitlyn,Riven,Blitzcrank,Nasus,Tristana,Gangplank,Amumu
0,Velkoz,Ziggs,Xayah,Renekton,Vi,Gragas,Riven,Rakan,Tristana,Fizz
1,Soraka,Maokai,Amumu,Twitch,Orianna,Vayne,Ekko,LeeSin,Blitzcrank,Yorick
1,Orianna,Taric,Poppy,MissFortune,Nocturne,Maokai,Zed,Sivir,Graves,Rakan
0,Alistar,Gragas,Lux,Shen,MasterYi,Ziggs,Pantheon,Nunu,Tristana,Nautilus
1,Gragas,Nocturne,Zyra,Garen,MissFortune,Kayle,MasterYi,Kalista,Thresh,Velkoz
1,TwistedFate,Nocturne,Gangplank,Leona,Tristana,Garen,Xayah,Sion,Nidalee,Syndra
0,Gangplank,Xayah,Sejuani,Kennen,Rakan,Jayce,Hecarim,Karma,Twitch,Syndra
0,Lulu,Shen,Lux,Sejuani,Jinx,Singed,MasterYi,Orianna,Tristana,Janna
0,Maokai,Malphite,Leona,Jinx,Annie,Akali,Nautilus,Lucian,Nidalee,Zyra
1,Corki,Nidalee,Tryndamere,Twitch,Blitzcrank,Lucian,Riven,Ashe,Warwick,Lux
1,TwistedFate,Rakan,JarvanIV,Poppy,Lucian,Vayne,Lux,Alistar,Nidalee,Ashe
1,Bard,Sivir,Jax,Malphite,Syndra,Katarina,Tryndamere,Kalista,Thresh,Evelynn
1,Ahri,Sona,Talon,Twitch,Ashe,Kalista,Sion,Kassadin,Poppy,Chogath
1,Kassadin,Sejuani,Vayne,Soraka,Kled,JarvanIV,Janna,Ekko,Maokai,Sivir
1,Yasuo,Xayah,Brand,Sejuani,Ahri,Malzahar,Ashe,Olaf,Gnar,Janna
0,Morgana,Zed,Jhin,Sion,Elise,Yorick,Amumu,Sivir,Katarina,Sona
1,Lulu,Kalista,Corki,RekSai,Singed,Rumble,Nunu,Sona,Tristana,Katarina
0,Shaco,Morgana,Gangplank,Jinx,Singed,Vayne,Lulu,Malzahar,Velkoz,Jax
0,Renekton,Tristana,Maokai,Orianna,Karma,LeeSin,Vayne,Lulu,Yasuo,Rumble
0,Vi,Diana,Fizz,Galio,Vladimir,Draven,Nasus,Skarner,Maokai,Talon
1,JarvanIV,Jinx,Renekton,Orianna,Morgana,Caitlyn,Yasuo,Pantheon,Sona,XinZhao
1,Kayn,Riven,Leona,Jhin,Ahri,TwistedFate,TahmKench,Shyvana,Gragas,KogMaw
1,Ahri,MasterYi,Kayle,Bard,Draven,Garen,Ziggs,Trundle,Varus,Poppy
1,Kennen,RekSai,Viktor,Thresh,Corki,Nautilus,Kayn,Jhin,Kled,Diana
0,Jayce,Karma,Trundle,Varus,Thresh,Taliyah,Xayah,Braum,Shen,Maokai
1,Nasus,Ahri,Nami,Tristana,Ekko,Vayne,Gnar,Kayn,Ashe,Pantheon
0,XinZhao,Twitch,Malzahar,Leblanc,Pantheon,Leona,MissFortune,Annie,Yasuo,Kayn
1,Twitch,Janna,MasterYi,Diana,Garen,Ornn,TwistedFate,Xayah,Nidalee,Alistar
1,Kayn,Lulu,Varus,Zed,Ekko,Ziggs,MonkeyKing,Lux,Morgana,Khazix
1,Lulu,Vayne,Chogath,Warwick,Lissandra,Elise,Jax,Caitlyn,Fiddlesticks,Fizz
0,KogMaw,Kindred,Janna,Nasus,Orianna,Kayn,Twitch,Nami,Vayne,Malphite
0,Tryndamere,Renekton,Blitzcrank,Jinx,Kassadin,Lucian,Riven,MissFortune,Leona,Fiddlesticks
1,Gragas,Swain,Thresh,Sivir,Lucian,Ornn,Draven,Galio,Kassadin,Sona
1,XinZhao,Nami,Gangplank,Chogath,Tristana,Vayne,Riven,Swain,Volibear,Velkoz
0,Warwick,Corki,JarvanIV,Rakan,Xayah,Janna,Gragas,Lucian,Zed,Akali
0,Lulu,Sivir,Xerath,JarvanIV,Sejuani,Kled,Swain,Sona,Tristana,Rengar
1,Nasus,Taric,Twitch,Riven,Malzahar,Lucian,Sejuani,TwistedFate,Morgana,Shen
0,Corki,Jax,Lulu,KogMaw,Sion,Vayne,Urgot,Cassiopeia,Twitch,Rakan
1,Draven,LeeSin,Camille,Maokai,Katarina,Vayne,Leona,Tryndamere,MasterYi,Veigar
1,Sejuani,Maokai,Orianna,Blitzcrank,MissFortune,Soraka,Vayne,Elise,Malzahar,Jax
1,Blitzcrank,Caitlyn,Rengar,Kayn,Yasuo,Orianna,Zac,Jhin,Akali,Zyra
0,Gnar,LeeSin,Braum,Jhin,Veigar,Singed,Anivia,Blitzcrank,Kayle,Vayne
1,Sejuani,Jinx,Thresh,Pantheon,Lux,Garen,Diana,Nocturne,Morgana,Tristana
0,Fizz,Malphite,Annie,Volibear,Varus,Janna,Warwick,Lucian,Yasuo,Urgot
0,Tristana,Renekton,Orianna,Thresh,Warwick,Jinx,Graves,Blitzcrank,Taliyah,Jax
0,Warwick,Gangplank,Corki,Diana,Renekton,Shen,Yasuo,Riven,Morgana,Jinx
1,Kled,Tristana,Thresh,Kayn,TwistedFate,JarvanIV,Vayne,Sona,Shen,Azir
1,Jhin,Yasuo,Rumble,Lux,Nami,JarvanIV,Janna,Jinx,Taliyah,Jax
1,Trundle,JarvanIV,Morgana,Lucian,Akali,Viktor,Vayne,Leona,Graves,Gangplank
1,Velkoz,Karma,Sejuani,Ziggs,Vladimir,Jhin,Jax,Syndra,LeeSin,Rumble
0,Vayne,MasterYi,Brand,Chogath,Thresh,Lulu,Ornn,Urgot,Jinx,Leblanc
1,Thresh,Ahri,Swain,Jhin,Diana,Caitlyn,Zac,Varus,Leona,Gangplank
0,Lux,Renekton,Janna,Ezreal,Fizz,Urgot,Diana,MissFortune,Orianna,Brand
0,Syndra,Xayah,Rakan,Zac,Jayce,Yasuo,MissFortune,Orianna,Rammus,Sona
0,Vi,Ezreal,Mordekaiser,Zed,Taric,Annie,Fizz,Khazix,Fiora,Tristana
1,Vi,Illaoi,Tristana,Karma,Lux,Vayne,Akali,Shen,Kayn,Morgana
1,Sivir,Rengar,Yorick,Ekko,Janna,Jinx,TahmKench,Zed,Elise,Malphite
1,Ziggs,Caitlyn,Nami,Tryndamere,Sejuani,TahmKench,Anivia,Tristana,Pantheon,Bard
0,Singed,Lux,Thresh,JarvanIV,Draven,Vayne,Kayn,Malzahar,Kennen,Nami
0,Nautilus,Draven,Camille,Lissandra,MasterYi,Brand,Lucian,Ezreal,LeeSin,Jhin
1,Jax,Trundle,Vayne,Rakan,Katarina,Irelia,Xayah,Rumble,Janna,Volibear
0,Ornn,Lucian,Volibear,Lux,MonkeyKing,Zed,Morgana,Poppy,Ezreal,Jax
1,Jayce,Gnar,Tristana,Kayn,Malzahar,Nocturne,Vladimir,Vayne,Thresh,Garen
0,Twitch,Sejuani,Ahri,Sona,Darius,Jayce,Rammus,Maokai,Gragas,Kalista
1,Tristana,Vladimir,Rakan,Ornn,Zed,Vayne,Khazix,Nasus,Thresh,Heimerdinger
1,Maokai,Pantheon,Blitzcrank,Twitch,Orianna,Velkoz,Morgana,Vayne,MasterYi,Garen
0,Xayah,Ahri,Trundle,Elise,Rakan,Twitch,Kassadin,Karma,Ashe,JarvanIV
1,Chogath,Vladimir,Vayne,Ekko,Janna,Brand,Caitlyn,Lux,XinZhao,Talon
0,Leblanc,Tristana,Lulu,Riven,Gragas,Vi,Ekko,JarvanIV,Sivir,Soraka
0,Janna,Jinx,Hecarim,Yorick,Corki,Orianna,Nasus,Tristana,Karma,Chogath
0,Kayn,MissFortune,Ahri,Kled,TahmKench,Thresh,MasterYi,Jinx,Yasuo,Darius
0,Elise,Katarina,Rakan,Xayah,Tryndamere,Ivern,Vayne,Riven,Volibear,Yasuo
0,LeeSin,Yasuo,Rakan,Jax,Ezreal,Xayah,Udyr,Braum,Tryndamere,Brand
1,Jhin,Brand,Anivia,LeeSin,Rengar,Ornn,Vladimir,Nami,Sivir,Sejuani
1,Vayne,Tristana,Karthus,Sona,Shaco,Hecarim,Fiddlesticks,Darius,Draven,Janna
1,Talon,Pantheon,Bard,KogMaw,Shaco,Sona,Sivir,Swain,JarvanIV,Ahri
1,Zyra,Tryndamere,Jinx,Kayle,Ekko,Talon,Teemo,Leona,Tristana,Sejuani
0,Blitzcrank,Tristana,Ivern,Galio,Talon,Riven,Rakan,Azir,MissFortune,LeeSin
0,Maokai,Kalista,Thresh,Riven,Syndra,Jhin,Janna,Ahri,Ornn,Kayn
1,Khazix,Xayah,Cassiopeia,Ornn,Thresh,Lucian,Nami,Garen,TwistedFate,LeeSin
1,Zyra,Diana,Caitlyn,Riven,Shyvana,Ahri,Vayne,Janna,Poppy,Pantheon
0,Leona,Sivir,Vi,Nasus,Ezreal,Lux,Yorick,Kayn,Sona,Tristana
0,Zed,Rengar,Hecarim,Ivern,Nasus,Ornn,XinZhao,Leblanc,Chogath,Jinx
0,Draven,Ryze,Janna,Gangplank,LeeSin,Orianna,Renekton,Thresh,Poppy,Varus
1,Blitzcrank,Chogath,KogMaw,Ekko,Riven,Bard,Teemo,Amumu,Leblanc,MissFortune
0,Vayne,Morgana,Braum,Khazix,Riven,Singed,Lux,Ekko,Elise,Ezreal
1,Twitch,Ahri,Jhin,Nautilus,Riven,Vayne,Gangplank,Taliyah,Lulu,Camille
0,Ahri,MasterYi,Nasus,Lulu,KogMaw,Jhin,Ornn,Blitzcrank,Viktor,Maokai
0,Fiddlesticks,Rakan,Aatrox,Gangplank,Lucian,Sivir,Ekko,Irelia,Khazix,Blitzcrank
0,Pantheon,Twitch,Anivia,Janna,MasterYi,Riven,Taric,Orianna,LeeSin,Ezreal
0,Gnar,Xerath,Tristana,LeeSin,Rakan,Sona,Cassiopeia,Swain,Twitch,Kayn
1,Jhin,JarvanIV,Swain,Bard,Syndra,Ashe,Blitzcrank,Ahri,Gragas,Pantheon
1,Thresh,Vayne,Garen,Diana,Nunu,Veigar,JarvanIV,Zyra,Shen,Tristana
0,Jhin,TwistedFate,Sejuani,Nami,Nasus,XinZhao,Sona,Tristana,Sion,MasterYi
0,Ashe,Karma,Zed,Fiora,Warwick,Rumble,Yasuo,Jax,Vayne,Janna
1,Jayce,Blitzcrank,Urgot,Chogath,Ahri,Viktor,DrMundo,Soraka,Ezreal,JarvanIV
0,Sejuani,Anivia,Mordekaiser,Jinx,Blitzcrank,Sona,Gnar,Ashe,Syndra,LeeSin
0,Gnar,DrMundo,Azir,Janna,Jinx,MissFortune,Yasuo,Warwick,Sona,Pantheon
0,Chogath,Warwick,Xayah,Rakan,Leblanc,Riven,Thresh,Lux,Tristana,Evelynn
1,Jinx,Kayn,Veigar,Garen,Lucian,Gangplank,Lulu,Ryze,Jax,Tristana
0,Ekko,Pantheon,Fizz,Sion,Tristana,Soraka,Twitch,Anivia,Maokai,Vi
0,Jhin,Morgana,TwistedFate,Twitch,Jayce,Rammus,Viktor,Camille,Lucian,Blitzcrank
1,Garen,Tryndamere,Gragas,Thresh,Vayne,Tristana,Leona,Ziggs,Veigar,JarvanIV
0,Morgana,Tryndamere,MasterYi,Malzahar,Lucian,Zed,Sona,XinZhao,Ezreal,Garen
1,Rammus,Ahri,Soraka,Vayne,Kled,Orianna,Caitlyn,Morgana,Khazix,Maokai
1,Ornn,Volibear,Draven,Velkoz,Sona,Taliyah,Thresh,Twitch,Hecarim,Yasuo
1,Twitch,Janna,Vayne,Yasuo,Malphite,Rakan,Lucian,Sejuani,Morgana,Warwick
1,LeeSin,Yasuo,Diana,TahmKench,Tristana,Twitch,Kayn,Leona,Singed,Zed
1,Taric,Urgot,Kayn,Anivia,Tristana,Twitch,Heimerdinger,TahmKench,Riven,Olaf
0,Diana,Xayah,Rakan,Shyvana,Riven,Olaf,Taric,Rumble,Tristana,Ahri
1,Jhin,Yorick,Thresh,Zed,Galio,MonkeyKing,KogMaw,Zyra,LeeSin,Anivia
1,TwistedFate,Velkoz,Maokai,Xayah,Jayce,Gragas,Yasuo,Lucian,KogMaw,Thresh
0,XinZhao,Jinx,Orianna,Camille,Nami,Soraka,JarvanIV,Tristana,Swain,Viktor
0,Olaf,Lulu,Amumu,MissFortune,Veigar,Renekton,Janna,Vi,Ziggs,Vayne
0,Jax,Ashe,Ahri,Yasuo,Sona,Volibear,Lux,XinZhao,Nami,Jinx
0,Lucian,Thresh,Katarina,Amumu,Tryndamere,Warwick,Jayce,Draven,Karma,Ziggs
0,Karma,Gragas,Fizz,Kayn,Vayne,Warwick,MissFortune,Xayah,Jax,Nami
0,Blitzcrank,Ekko,Warwick,Shaco,Vayne,Sejuani,Nasus,Sivir,Annie,Zyra
0,Urgot,Jhin,Twitch,Orianna,Ornn,Rakan,MasterYi,Kassadin,Tristana,JarvanIV
0,Leona,Caitlyn,JarvanIV,LeeSin,Vladimir,Syndra,Shyvana,Vayne,Rakan,Swain
1,Twitch,Kayn,Tryndamere,Leona,Akali,Orianna,Kalista,Sejuani,Thresh,Teemo
0,Sona,Kayn,Corki,Twitch,Camille,Warwick,Katarina,Kennen,Leona,Xayah
0,Chogath,Rakan,Brand,Kayn,Xayah,Kassadin,Nami,KogMaw,Amumu,Pantheon
1,Thresh,Ezreal,LeeSin,Cassiopeia,Gnar,Ekko,Swain,Bard,Vi,Jinx
0,Soraka,Lux,Draven,Garen,Chogath,Udyr,Yasuo,Leblanc,Brand,MissFortune
0,Yasuo,Graves,Leona,LeeSin,Kled,Nunu,Annie,Fiora,Braum,KogMaw
0,Ezreal,Chogath,LeeSin,Lucian,Rakan,Leblanc,Tristana,Sona,Corki,Kayn
0,Yorick,Morgana,Jinx,Azir,Rengar,Graves,Vi,Anivia,Janna,Galio
0,Lucian,Rakan,Illaoi,Xerath,JarvanIV,Malphite,MonkeyKing,Brand,Caitlyn,Sona
1,Twitch,Kayn,Blitzcrank,Azir,Riven,Zyra,Ashe,Viktor,Elise,Yasuo
0,Ahri,Nami,Tristana,Khazix,Shen,Jax,Nautilus,MissFortune,Kindred,Varus
1,KogMaw,Rammus,Thresh,LeeSin,Lux,Ezreal,Riven,Yasuo,Teemo,Gragas
1,Kindred,Taliyah,Shen,Vayne,Khazix,Gragas,Chogath,Lux,Ashe,Ornn
0,Yasuo,Gnar,Kayn,Tristana,Nami,Lux,Gangplank,Zilean,Shaco,TahmKench
1,Ezreal,Janna,Kayn,Ekko,Vladimir,Yasuo,Nasus,Jinx,Nocturne,Blitzcrank
0,Ahri,Gragas,Draven,Fiora,Nami,Jinx,Thresh,Ziggs,Kayn,Renekton
0,Warwick,Garen,Annie,Draven,Bard,Hecarim,Maokai,Lux,Jinx,Renekton
0,Shyvana,MissFortune,DrMundo,Lux,Ornn,Talon,Akali,Galio,Varus,Vi
0,TwistedFate,Khazix,Leona,MissFortune,Olaf,Zyra,Brand,Riven,Sivir,Vi
0,Diana,Lucian,Nunu,MonkeyKing,Thresh,Tryndamere,Nami,Zed,Varus,Zac
0,Vayne,Teemo,TahmKench,TwistedFate,Kayn,Orianna,Velkoz,Jayce,Twitch,Jax
1,Maokai,Fizz,Chogath,Thresh,Sivir,Ryze,Elise,Teemo,Talon,Tristana
1,Lulu,Jhin,Ezreal,Shyvana,Sion,MasterYi,Alistar,Lux,Soraka,Lucian
0,Ornn,Jax,Zed,Cassiopeia,Jhin,Malphite,Yasuo,Urgot,MissFortune,Khazix
1,Orianna,DrMundo,Evelynn,Blitzcrank,Sivir,Kayn,Shyvana,Lucian,Syndra,Thresh
1,Bard,Kayle,Nocturne,Ashe,Syndra,Draven,LeeSin,Darius,Vladimir,Lulu
0,Diana,LeeSin,Urgot,Ornn,Twitch,Vladimir,Thresh,KogMaw,JarvanIV,Ekko
0,Lissandra,Thresh,LeeSin,Ekko,Ezreal,Twitch,Darius,Janna,Gragas,Syndra
1,Ashe,MissFortune,Ornn,Alistar,Velkoz,Viktor,Sejuani,Morgana,Jhin,Renekton
0,KogMaw,Kayle,Gnar,MasterYi,Lulu,Rammus,Alistar,Akali,Ahri,Jayce
1,Braum,Warwick,Akali,Jhin,Tryndamere,Vayne,Jax,Zed,Lux,Yasuo
1,Irelia,Brand,Lux,Ashe,Elise,Taric,Leblanc,Nidalee,Tristana,Fiora
1,Syndra,Blitzcrank,Nasus,Jhin,Gragas,Janna,Kayn,Yorick,Caitlyn,Ahri
1,Alistar,Yasuo,Kalista,LeeSin,Diana,Katarina,Thresh,Twitch,Riven,Veigar
0,Twitch,Anivia,Trundle,Singed,Thresh,Lulu,Ivern,KogMaw,Gnar,Yasuo
1,Soraka,Khazix,Lucian,Orianna,Kayn,Velkoz,Ezreal,Vi,Zed,Bard
1,Shaco,Xayah,Taliyah,Rakan,Trundle,Karma,Xerath,LeeSin,Sivir,Yasuo
1,Vayne,Rumble,Ornn,Yasuo,JarvanIV,Khazix,Malphite,Blitzcrank,Jinx,Cassiopeia
1,Kayn,Rakan,Chogath,Illaoi,Teemo,Shaco,TahmKench,Tryndamere,Zed,Xayah
1,Yasuo,Olaf,Elise,Tristana,Lulu,Ivern,Kayn,Lucian,Tryndamere,Zyra
1,Nasus,Pantheon,Cassiopeia,Lucian,TahmKench,Lux,Khazix,Jax,Ashe,Morgana
1,Gangplank,Kled,Soraka,Vayne,Kayn,Leona,MasterYi,Nasus,Xayah,Leblanc
1,Kayle,Taliyah,Soraka,Vayne,MasterYi,LeeSin,Malphite,Quinn,Katarina,Garen
1,Ezreal,Leblanc,Yasuo,Zyra,Sejuani,Rumble,Warwick,Nami,Lucian,Fizz
0,Twitch,Morgana,LeeSin,Pantheon,Kayle,Ziggs,Fiora,Jinx,Shaco,Nautilus
0,Camille,Warwick,Thresh,Ekko,Vayne,Lucian,Nasus,Brand,Lux,Galio
1,Leblanc,XinZhao,Riven,Tristana,Zilean,Leona,Vayne,Kassadin,Yasuo,LeeSin
0,Renekton,Shyvana,Syndra,Ezreal,Ashe,Singed,Orianna,MasterYi,Blitzcrank,Vayne
0,Sivir,Jax,Alistar,Ryze,Shen,Tryndamere,Kalista,Zac,Kassadin,Taric
1,Tristana,Khazix,Ahri,Soraka,Volibear,Ornn,Warwick,Braum,Vayne,Lux
0,Sivir,Rammus,Kennen,Aatrox,Sona,Yasuo,Veigar,Jinx,Elise,Braum
0,Lucian,DrMundo,Braum,Vi,Taliyah,Vayne,Nami,Zilean,Sejuani,Shen
0,Lux,Velkoz,Jax,Vayne,DrMundo,Teemo,Lucian,Garen,Rumble,Nami
0,Gangplank,LeeSin,Fizz,Tristana,Rakan,Lulu,Rengar,Syndra,Xayah,Kayn
1,TwistedFate,Gangplank,Leona,MonkeyKing,Sivir,Darius,Orianna,Nami,Udyr,Jinx
0,Malphite,Kayn,Anivia,MissFortune,Poppy,Jax,Nautilus,Ziggs,Kennen,Urgot
1,Yasuo,Janna,Jhin,Syndra,Volibear,Riven,Fizz,Ashe,Thresh,Twitch
1,Garen,Twitch,XinZhao,Anivia,Veigar,Sivir,Evelynn,Soraka,Corki,Nasus
0,LeeSin,Rakan,Gnar,Vayne,Zed,Xerath,Lulu,Zac,Caitlyn,Talon
1,Yasuo,Jinx,MasterYi,Rakan,Syndra,Tristana,Karma,Malphite,Corki,Kayn
1,MissFortune,Brand,Kayn,Orianna,Illaoi,Lulu,Ornn,Sion,Jinx,TwistedFate
0,Vladimir,Blitzcrank,Lucian,Jayce,Fiddlesticks,Gragas,Vayne,Annie,MonkeyKing,Thresh
1,Tristana,TahmKench,LeeSin,Orianna,Gnar,Braum,Zac,Chogath,Lucian,Ahri
0,Vayne,Anivia,Sejuani,Diana,Zyra,Ahri,Kayle,Jhin,Thresh,Volibear
1,MissFortune,Jax,Leblanc,Rakan,Fiora,Kalista,Braum,LeeSin,Ahri,Taric
0,Nautilus,Rammus,Ahri,Jinx,Riven,Olaf,Leona,Fizz,MissFortune,Volibear
0,Kassadin,MasterYi,Jhin,Shen,Blitzcrank,Azir,Tristana,LeeSin,Thresh,XinZhao
1,Shen,JarvanIV,Tristana,Janna,Malzahar,Xayah,TwistedFate,Soraka,Evelynn,Ornn
0,Warwick,Fiora,Morgana,Vayne,Orianna,Fizz,Caitlyn,Blitzcrank,Nunu,Gragas
0,Garen,Ryze,Kayn,Corki,Nami,Tristana,Orianna,Ivern,Bard,Singed
1,Janna,Vayne,Renekton,Shaco,AurelionSol,Khazix,Caitlyn,Veigar,Chogath,Blitzcrank
0,MasterYi,Jhin,Tryndamere,Corki,Veigar,Jinx,Brand,Thresh,Chogath,Gragas
1,Katarina,Lucian,Sejuani,Blitzcrank,Yasuo,Nasus,Kayn,Twitch,MissFortune,Morgana
1,XinZhao,Vayne,Ornn,Fizz,Shen,MonkeyKing,Volibear,Zed,Tristana,Sona
1,Nasus,Tristana,Janna,Kassadin,Warwick,MissFortune,Darius,Elise,Bard,Jayce
0,Twitch,Orianna,Lulu,Ornn,Shaco,Veigar,Ashe,Vladimir,JarvanIV,Viktor
0,Riven,Corki,Zed,Kayle,Bard,Camille,Brand,Nocturne,Viktor,Jhin
0,Nasus,Kayn,Sivir,Sona,Gragas,Chogath,Twitch,Shaco,Rakan,Lux
0,Tryndamere,MissFortune,Kled,Ahri,Jinx,Teemo,Quinn,Zyra,Talon,Fizz
0,MasterYi,Xayah,Soraka,Garen,Ekko,Janna,Alistar,Annie,Shaco,Vayne
0,Morgana,MasterYi,Orianna,Tristana,Urgot,Riven,Taliyah,Jhin,Blitzcrank,LeeSin
1,Vayne,Sona,Pantheon,Jax,Fizz,JarvanIV,Orianna,Tristana,Thresh,Kayle
1,Jinx,Warwick,Janna,Ezreal,Gangplank,KogMaw,Zed,Lulu,Hecarim,Jax
0,TwistedFate,Fiddlesticks,Yasuo,Leona,Ornn,TahmKench,Kennen,Jinx,Talon,Hecarim
0,Maokai,Ornn,Jhin,Janna,Gragas,Veigar,Kayn,Blitzcrank,Shyvana,Vayne
1,Thresh,Vayne,Shyvana,Orianna,Urgot,Xayah,Zed,Warwick,Rakan,Fiora
0,Malzahar,Khazix,Draven,Poppy,Nami,Katarina,LeeSin,Blitzcrank,Sivir,Gangplank
0,Galio,Jinx,Trundle,Kayn,Maokai,Sivir,Ekko,MasterYi,Yasuo,Leona
0,Tryndamere,Nidalee,Brand,Ekko,MissFortune,Ashe,MasterYi,Garen,Veigar,Nautilus
0,Fiddlesticks,Vayne,Rumble,Lulu,Orianna,Twitch,Lux,Annie,Janna,LeeSin
1,Orianna,Tristana,Leona,JarvanIV,Quinn,Malphite,Sona,Draven,Riven,Shaco
1,Urgot,AurelionSol,Twitch,Shyvana,Rakan,Lulu,Kayn,Vladimir,Ashe,Gangplank
0,Ezreal,Thresh,Riven,AurelionSol,Sejuani,Kennen,Kayn,Vayne,Nami,Leblanc
0,Kennen,Jhin,Kayn,Ezreal,Bard,Warwick,Soraka,Zed,Riven,Jinx
0,Thresh,Elise,Fiora,Tristana,TwistedFate,Veigar,LeeSin,Leona,Ashe,Shen
1,Akali,Shyvana,Jayce,Tristana,Sona,Yasuo,Ziggs,Kindred,Kennen,Soraka
0,Karthus,Heimerdinger,Vi,Leona,Jinx,Lucian,Orianna,Rammus,Vayne,Janna
0,Riven,Rakan,Xayah,LeeSin,Karma,Lux,Blitzcrank,Ekko,Ashe,Warwick
0,Evelynn,Varus,Leona,Riven,Kalista,Rammus,Veigar,Tristana,Janna,Gnar
1,Zed,TahmKench,Caitlyn,Gragas,Fiora,Kayn,Kled,Lucian,Sona,Fizz
0,Lucian,Leblanc,Illaoi,Warwick,Braum,Karma,Elise,Caitlyn,Anivia,Renekton
1,Syndra,LeeSin,Lucian,Leona,Sion,Corki,Renekton,Blitzcrank,KogMaw,Poppy
0,Ahri,Sejuani,Renekton,Twitch,Janna,MonkeyKing,Braum,Kayn,Jhin,Singed
1,Leona,Orianna,Jax,Maokai,Xayah,Jhin,Kayn,Braum,Darius,Ahri
0,Tristana,Fizz,Chogath,Zac,Ornn,KogMaw,JarvanIV,Alistar,Vladimir,Ezreal
1,Vayne,Thresh,MonkeyKing,Malzahar,Malphite,Volibear,Karma,Soraka,JarvanIV,Tristana
1,MissFortune,Sejuani,Zed,Lulu,Maokai,Varus,Lux,Amumu,Akali,Annie
1,Alistar,Xayah,Kayn,Riven,Kassadin,Sejuani,Swain,Jinx,Katarina,Zyra
1,Garen,Rakan,Ziggs,Gragas,KogMaw,Warwick,Taliyah,Twitch,TahmKench,Kayle
1,Volibear,Vayne,Leona,Nasus,Viktor,Ashe,Brand,Jax,Hecarim,MonkeyKing
0,Tryndamere,Kayle,KogMaw,MasterYi,Rakan,LeeSin,Zyra,Orianna,Darius,Varus
0,Jinx,Brand,Nasus,MasterYi,Cassiopeia,Syndra,Jax,Riven,Janna,Vayne
1,Lucian,XinZhao,Ornn,Chogath,Anivia,Annie,Thresh,Varus,Kayn,Jax
1,MissFortune,Annie,Leona,Elise,Mordekaiser,Thresh,MasterYi,Ahri,Vladimir,Caitlyn
1,Rengar,Maokai,Caitlyn,Galio,Braum,Jinx,Zed,Leona,Garen,XinZhao
0,Orianna,Kayn,Vayne,Nautilus,Riven,Jhin,Sejuani,Jax,Braum,Veigar
1,Garen,Cassiopeia,Twitch,LeeSin,Lulu,Rengar,Malzahar,Annie,Caitlyn,Blitzcrank
0,Gnar,Orianna,Kalista,Rakan,LeeSin,Lulu,Vayne,Khazix,Ziggs,Swain
0,Vi,MissFortune,Sona,Teemo,Cassiopeia,Blitzcrank,Tristana,Zed,Tryndamere,LeeSin
0,Jinx,Diana,Lux,Alistar,Teemo,Thresh,Ekko,Twitch,XinZhao,Ahri
1,Twitch,Teemo,Talon,Evelynn,Taric,Gangplank,Nasus,Tristana,Nocturne,Alistar
0,Poppy,Lux,Ashe,Leona,Gragas,Brand,Sivir,DrMundo,Yasuo,Warwick
1,Graves,Anivia,Rakan,Lucian,JarvanIV,Janna,Vladimir,Jayce,Jinx,LeeSin
1,Fizz,Sona,Twitch,Maokai,DrMundo,Sion,Corki,Jax,KogMaw,Thresh
0,Maokai,Rakan,Gnar,Orianna,Xayah,Twitch,Malzahar,Kayn,Nasus,Janna
0,Rammus,Draven,Tryndamere,Xerath,Zilean,Karma,Caitlyn,Malzahar,Pantheon,Ekko
